Country,Country_Code,Year,Gini,Region,GDP_per_capita,Population
Albania,ALB,1996,27.0,Europe & Central Asia,1020.97618050188,3168033.0
Albania,ALB,2002,31.7,Europe & Central Asia,1479.83884572006,3051010.0
Albania,ALB,2005,30.6,Europe & Central Asia,2741.72136549578,3011487.0
Albania,ALB,2008,30.0,Europe & Central Asia,4498.50486763601,2947314.0
Albania,ALB,2012,29.0,Europe & Central Asia,4280.93316338873,2860708.0
Albania,ALB,2014,34.6,Europe & Central Asia,4793.59751131525,2773767.0
Albania,ALB,2015,32.8,Europe & Central Asia,4199.53912925398,2731293.0
Albania,ALB,2016,33.7,Europe & Central Asia,4457.63412207495,2689469.0
Albania,ALB,2017,33.1,Europe & Central Asia,5006.36012951959,2648285.0
Albania,ALB,2018,30.1,Europe & Central Asia,5897.65452588774,2607733.0
Albania,ALB,2019,30.1,Europe & Central Asia,6069.43903131027,2567801.0
Albania,ALB,2020,29.4,Europe & Central Asia,6027.91350716348,2528480.0
Algeria,DZA,1988,37.4,"Middle East, North Africa, Afghanistan & Pakistan",2450.87242078961,24109536.0
Algeria,DZA,1995,35.3,"Middle East, North Africa, Afghanistan & Pakistan",1466.94806760415,28470191.0
Algeria,DZA,2011,27.6,"Middle East, North Africa, Afghanistan & Pakistan",5916.31364364343,36903376.0
Angola,AGO,2000,51.9,Sub-Saharan Africa ,563.733795571487,16194869.0
Angola,AGO,2008,42.7,Sub-Saharan Africa ,4578.15526451058,21578655.0
Angola,AGO,2018,51.3,Sub-Saharan Africa ,2891.83032378747,31297155.0
Argentina,ARG,1980,40.8,Latin America & Caribbean ,2747.5022751674,28011596.0
Argentina,ARG,1986,42.8,Latin America & Caribbean ,3436.07819471053,30811980.0
Argentina,ARG,1987,45.3,Latin America & Caribbean ,3477.30131979313,31291762.0
Argentina,ARG,1991,46.8,Latin America & Caribbean ,5709.24784079504,33230294.0
Argentina,ARG,1992,45.5,Latin America & Caribbean ,6789.99611136495,33693527.0
Argentina,ARG,1993,44.8,Latin America & Caribbean ,6931.85596375876,34152717.0
Argentina,ARG,1994,45.9,Latin America & Caribbean ,7437.56242327594,34613491.0
Argentina,ARG,1995,48.9,Latin America & Caribbean ,7357.6162773788,35070020.0
Argentina,ARG,1996,49.5,Latin America & Caribbean ,7663.21271287469,35513793.0
Argentina,ARG,1997,49.1,Latin America & Caribbean ,8146.78710021431,35947791.0
Argentina,ARG,1998,50.7,Latin America & Caribbean ,8218.99212764682,36372860.0
Argentina,ARG,1999,49.8,Latin America & Caribbean ,7705.54288252851,36794682.0
Argentina,ARG,2000,51.0,Latin America & Caribbean ,7637.01489203628,37213984.0
Argentina,ARG,2001,53.3,Latin America & Caribbean ,7141.47507662826,37624825.0
Argentina,ARG,2002,53.8,Latin America & Caribbean ,2569.69963519124,38029349.0
Argentina,ARG,2003,51.0,Latin America & Caribbean ,3320.47775133903,38424282.0
Argentina,ARG,2004,48.5,Latin America & Caribbean ,4242.02099089422,38815916.0
Argentina,ARG,2005,47.8,Latin America & Caribbean ,5067.65342293276,39216789.0
Argentina,ARG,2006,46.4,Latin America & Caribbean ,5869.38028970204,39622115.0
Argentina,ARG,2007,46.3,Latin America & Caribbean ,7185.25155147027,40016763.0
Argentina,ARG,2008,45.0,Latin America & Caribbean ,8944.1102657357,40424148.0
Argentina,ARG,2009,43.8,Latin America & Caribbean ,8150.23527028221,40854831.0
Argentina,ARG,2010,43.7,Latin America & Caribbean ,10260.1313108254,41288694.0
Argentina,ARG,2011,42.7,Latin America & Caribbean ,12704.2831819684,41730660.0
Argentina,ARG,2012,41.4,Latin America & Caribbean ,12949.717486654,42161721.0
Argentina,ARG,2013,41.1,Latin America & Caribbean ,12963.675773326,42582455.0
Argentina,ARG,2014,41.8,Latin America & Caribbean ,12233.1444119186,43024071.0
Argentina,ARG,2016,42.3,Latin America & Caribbean ,12699.9623137756,43900313.0
Argentina,ARG,2017,41.4,Latin America & Caribbean ,14532.5009308511,44288894.0
Argentina,ARG,2018,41.7,Latin America & Caribbean ,11752.7998922979,44654882.0
Argentina,ARG,2019,43.3,Latin America & Caribbean ,9955.97478680428,44973465.0
Argentina,ARG,2020,42.7,Latin America & Caribbean ,8535.59938004389,45191965.0
Argentina,ARG,2021,42.4,Latin America & Caribbean ,10738.0179223384,45312281.0
Argentina,ARG,2022,40.7,Latin America & Caribbean ,13962.1894087223,45407904.0
Argentina,ARG,2023,42.4,Latin America & Caribbean ,14261.8465667948,45538401.0
Argentina,ARG,2024,42.4,Latin America & Caribbean ,13969.7836603737,45696159.0
Armenia,ARM,1996,44.4,Europe & Central Asia,487.068624404558,3278735.0
Armenia,ARM,1999,36.2,Europe & Central Asia,582.669886150895,3167286.0
Armenia,ARM,2001,35.4,Europe & Central Asia,659.588988535629,3211800.0
Armenia,ARM,2002,34.8,Europe & Central Asia,742.651118319819,3199800.0
Armenia,ARM,2003,33.0,Europe & Central Asia,882.030167695474,3182500.0
Armenia,ARM,2004,37.5,Europe & Central Asia,1130.08791444158,3164900.0
Armenia,ARM,2005,36.0,Europe & Central Asia,1557.48458908655,3146400.0
Armenia,ARM,2006,29.7,Europe & Central Asia,2041.65267068997,3127100.0
Armenia,ARM,2007,31.2,Europe & Central Asia,2962.70234594569,3107400.0
Armenia,ARM,2008,29.2,Europe & Central Asia,3777.66859313767,3087100.0
Armenia,ARM,2009,28.0,Europe & Central Asia,2820.5926553347,3066000.0
Armenia,ARM,2010,30.0,Europe & Central Asia,3041.34450723339,3044800.0
Armenia,ARM,2011,29.4,Europe & Central Asia,3349.55309771906,3027900.0
Armenia,ARM,2012,29.6,Europe & Central Asia,3511.56399687426,3024100.0
Armenia,ARM,2013,30.6,Europe & Central Asia,3680.16692158886,3022000.0
Armenia,ARM,2014,31.5,Europe & Central Asia,3852.11800610384,3013800.0
Armenia,ARM,2015,32.4,Europe & Central Asia,3512.39350276709,3004600.0
Armenia,ARM,2016,32.5,Europe & Central Asia,3524.42476874707,2992300.0
Armenia,ARM,2017,33.6,Europe & Central Asia,3869.05373867752,2979400.0
Armenia,ARM,2018,34.4,Europe & Central Asia,4196.00562301769,2969000.0
Armenia,ARM,2019,30.0,Europe & Central Asia,4597.22887399548,2962500.0
Armenia,ARM,2020,25.1,Europe & Central Asia,4268.68093304583,2961500.0
Armenia,ARM,2021,27.9,Europe & Central Asia,4685.17997128509,2962300.0
Armenia,ARM,2022,27.9,Europe & Central Asia,6571.97445545099,2969200.0
Armenia,ARM,2023,27.2,Europe & Central Asia,8159.08720967996,2964300.0
Armenia,ARM,2024,27.4,Europe & Central Asia,8556.21406956719,3033500.0
Australia,AUS,1981,31.3,East Asia & Pacific,11870.8633077339,14923260.0
Australia,AUS,1985,32.5,East Asia & Pacific,11455.379711213,15788312.0
Australia,AUS,1989,33.2,East Asia & Pacific,17857.5520554588,16814416.0
Australia,AUS,1995,32.6,East Asia & Pacific,20479.1748274233,18004882.0
Australia,AUS,2001,33.5,East Asia & Pacific,19733.6510102645,19274701.0
Australia,AUS,2003,33.5,East Asia & Pacific,23757.5898471684,19720737.0
Australia,AUS,2004,33.1,East Asia & Pacific,30886.0500949401,19932722.0
Australia,AUS,2008,35.4,East Asia & Pacific,49811.2067218988,21249199.0
Australia,AUS,2010,34.7,East Asia & Pacific,52313.8939041213,22031750.0
Australia,AUS,2014,34.4,East Asia & Pacific,62817.2061751737,23475686.0
Australia,AUS,2016,33.7,East Asia & Pacific,50084.4440606385,24190907.0
Australia,AUS,2018,34.3,East Asia & Pacific,57410.1737346009,24963258.0
Australia,AUS,2020,33.8,East Asia & Pacific,51983.4523666382,25649248.0
Austria,AUT,1994,30.8,Europe & Central Asia,25546.2460525087,7936118.0
Austria,AUT,1995,29.9,Europe & Central Asia,30207.0674314652,7948278.0
Austria,AUT,1996,29.3,Europe & Central Asia,29645.9451251491,7959017.0
Austria,AUT,1997,29.1,Europe & Central Asia,26571.7523626508,7968041.0
Austria,AUT,1998,31.3,Europe & Central Asia,27212.4642905708,7976789.0
Austria,AUT,1999,29.7,Europe & Central Asia,27078.7081612201,7992324.0
Austria,AUT,2000,29.0,Europe & Central Asia,24487.2974685956,8011566.0
Austria,AUT,2003,29.5,Europe & Central Asia,32110.1159661425,8121423.0
Austria,AUT,2004,29.8,Europe & Central Asia,36614.2506533707,8171966.0
Austria,AUT,2005,28.7,Europe & Central Asia,38157.37022862,8227829.0
Austria,AUT,2006,29.6,Europe & Central Asia,40382.2078298575,8268641.0
Austria,AUT,2007,30.6,Europe & Central Asia,46622.9622913635,8295487.0
Austria,AUT,2008,30.4,Europe & Central Asia,51581.3982361071,8321496.0
Austria,AUT,2009,31.5,Europe & Central Asia,47857.4446635266,8343323.0
Austria,AUT,2010,30.3,Europe & Central Asia,46611.1393420232,8363404.0
Austria,AUT,2011,30.8,Europe & Central Asia,51116.8953522042,8391643.0
Austria,AUT,2012,30.5,Europe & Central Asia,48250.4059142637,8429991.0
Austria,AUT,2013,30.8,Europe & Central Asia,50305.3545774973,8479823.0
Austria,AUT,2014,30.5,Europe & Central Asia,51314.9722616322,8546356.0
Austria,AUT,2015,30.5,Europe & Central Asia,43915.228020857,8642699.0
Austria,AUT,2016,30.8,Europe & Central Asia,45061.4993920192,8736668.0
Austria,AUT,2017,29.7,Europe & Central Asia,47163.7425775142,8797566.0
Austria,AUT,2018,30.8,Europe & Central Asia,51194.0749841299,8840521.0
Austria,AUT,2019,30.2,Europe & Central Asia,49885.9947355204,8879920.0
Austria,AUT,2020,29.8,Europe & Central Asia,48716.4098900349,8916864.0
Austria,AUT,2021,30.7,Europe & Central Asia,53648.6437976214,8955797.0
Austria,AUT,2022,30.9,Europe & Central Asia,52336.7725223758,9041851.0
Austria,AUT,2023,31.2,Europe & Central Asia,56579.504175468,9131761.0
Azerbaijan,AZE,1995,34.6,Europe & Central Asia,314.55801908334,7684850.0
Azerbaijan,AZE,2001,36.5,Europe & Central Asia,703.670998584686,8111200.0
Azerbaijan,AZE,2002,25.3,Europe & Central Asia,763.108895463487,8171950.0
Azerbaijan,AZE,2003,26.8,Europe & Central Asia,883.692580745256,8234100.0
Azerbaijan,AZE,2004,26.6,Europe & Central Asia,1045.0136328106,8306500.0
Azerbaijan,AZE,2005,26.6,Europe & Central Asia,1578.36733030667,8391850.0
Bangladesh,BGD,1983,25.9,South Asia,184.70677287459,95335155.0
Bangladesh,BGD,1985,26.9,South Asia,222.22018039634,100253825.0
Bangladesh,BGD,1988,28.8,South Asia,247.901465967332,107216008.0
Bangladesh,BGD,1991,27.6,South Asia,272.064948495878,113787109.0
Bangladesh,BGD,1995,32.9,South Asia,309.458680823367,122600370.0
Bangladesh,BGD,2000,33.4,South Asia,396.670730249751,134544304.0
Bangladesh,BGD,2005,33.2,South Asia,480.08585075452,144715786.0
Bangladesh,BGD,2010,32.1,South Asia,757.385280361508,152201981.0
Bangladesh,BGD,2016,32.4,South Asia,1649.28380858601,160811932.0
Bangladesh,BGD,2022,30.9,South Asia,2716.48592780431,169384897.0
Barbados,BRB,2016,34.1,Latin America & Caribbean ,20311.4094163764,279598.0
Belarus,BLR,1993,21.6,Europe & Central Asia,1589.51011343649,10239050.0
Belarus,BLR,1995,28.7,Europe & Central Asia,1370.69991385664,10193831.0
Belarus,BLR,1998,32.0,Europe & Central Asia,1511.32531567314,10071963.0
Belarus,BLR,1999,31.7,Europe & Central Asia,1210.6117195862,10026738.0
Belarus,BLR,2000,31.2,Europe & Central Asia,1276.2880341,9979610.0
Belarus,BLR,2001,30.6,Europe & Central Asia,1244.37318523431,9928549.0
Belarus,BLR,2002,30.3,Europe & Central Asia,1479.38066337175,9865548.0
Belarus,BLR,2003,28.8,Europe & Central Asia,1819.52653114699,9796749.0
Belarus,BLR,2004,26.5,Europe & Central Asia,2378.33700470129,9730146.0
Belarus,BLR,2005,27.6,Europe & Central Asia,3126.07176665248,9663915.0
Belarus,BLR,2006,28.3,Europe & Central Asia,3848.22350300163,9604924.0
Belarus,BLR,2007,29.6,Europe & Central Asia,4735.48107556066,9560953.0
Belarus,BLR,2008,27.8,Europe & Central Asia,6376.17569162063,9527985.0
Belarus,BLR,2009,27.7,Europe & Central Asia,5352.48809190697,9504583.0
Belarus,BLR,2010,28.6,Europe & Central Asia,6034.67885177216,9483836.0
Belarus,BLR,2011,27.2,Europe & Central Asia,6527.6593428786,9461643.0
Belarus,BLR,2012,26.5,Europe & Central Asia,6953.21591683101,9446836.0
Belarus,BLR,2013,26.6,Europe & Central Asia,7998.0802045456,9443211.0
Belarus,BLR,2014,27.2,Europe & Central Asia,8341.31809294883,9448515.0
Belarus,BLR,2015,25.6,Europe & Central Asia,5967.05595058777,9461076.0
Belarus,BLR,2016,25.3,Europe & Central Asia,5039.77560949445,9469379.0
Belarus,BLR,2017,25.4,Europe & Central Asia,5785.54491935194,9458989.0
Belarus,BLR,2018,25.2,Europe & Central Asia,6360.037502312,9438785.0
Belarus,BLR,2019,25.3,Europe & Central Asia,6837.77339645635,9419758.0
Belarus,BLR,2020,24.4,Europe & Central Asia,6542.85579976768,9379952.0
Belgium,BEL,1985,25.2,Europe & Central Asia,8750.81851250536,9858308.0
Belgium,BEL,1988,25.7,Europe & Central Asia,16391.093827791,9901664.0
Belgium,BEL,1992,24.9,Europe & Central Asia,23372.619171015,10045158.0
Belgium,BEL,1995,28.4,Europe & Central Asia,28413.8264387368,10136811.0
Belgium,BEL,1997,26.8,Europe & Central Asia,24820.9380503896,10181245.0
Belgium,BEL,2000,33.1,Europe & Central Asia,23098.8865077401,10251250.0
Belgium,BEL,2003,28.1,Europe & Central Asia,30655.2092679024,10376133.0
Belgium,BEL,2004,30.5,Europe & Central Asia,35429.4077933344,10421137.0
Belgium,BEL,2005,29.3,Europe & Central Asia,36809.7013403619,10478617.0
Belgium,BEL,2006,28.1,Europe & Central Asia,38705.1067959147,10547958.0
Belgium,BEL,2007,29.2,Europe & Central Asia,44319.165448813,10625700.0
Belgium,BEL,2008,28.4,Europe & Central Asia,48303.397956286,10709973.0
Belgium,BEL,2009,28.6,Europe & Central Asia,44923.3400135081,10796493.0
Belgium,BEL,2010,28.4,Europe & Central Asia,44197.393671162,10895586.0
Belgium,BEL,2011,28.1,Europe & Central Asia,47760.8298776546,11038264.0
Belgium,BEL,2012,27.5,Europe & Central Asia,44874.1709182123,11106932.0
Belgium,BEL,2013,27.7,Europe & Central Asia,46964.5946777056,11159407.0
Belgium,BEL,2014,28.1,Europe & Central Asia,47995.7786961339,11209057.0
Belgium,BEL,2015,27.7,Europe & Central Asia,40893.804537772,11274196.0
Belgium,BEL,2016,27.6,Europe & Central Asia,41854.5498296444,11331422.0
Belgium,BEL,2017,27.4,Europe & Central Asia,44035.3239358548,11375158.0
Belgium,BEL,2018,27.2,Europe & Central Asia,47487.2100392561,11427054.0
Belgium,BEL,2019,27.2,Europe & Central Asia,46716.6227467964,11488980.0
Belgium,BEL,2020,26.0,Europe & Central Asia,45906.2875805246,11538604.0
Belgium,BEL,2021,26.6,Europe & Central Asia,51658.238294958,11586195.0
Belgium,BEL,2022,26.4,Europe & Central Asia,50639.0264882739,11680210.0
Belgium,BEL,2023,26.8,Europe & Central Asia,55244.68145811,11779946.0
Belize,BLZ,1993,60.2,Latin America & Caribbean ,3859.6584437307,194902.0
Belize,BLZ,1994,60.9,Latin America & Caribbean ,3876.69327011457,199097.0
Belize,BLZ,1995,57.5,Latin America & Caribbean ,4009.82752539849,204146.0
Belize,BLZ,1996,56.6,Latin America & Caribbean ,4043.26517997242,210310.0
Belize,BLZ,1997,60.4,Latin America & Caribbean ,4014.40380600241,217446.0
Belize,BLZ,1998,54.9,Latin America & Caribbean ,4125.92539958166,225173.0
Belize,BLZ,1999,53.2,Latin America & Caribbean ,4289.5277590653,233059.0
Belize,BLZ,2018,39.9,Latin America & Caribbean ,6011.99036888587,380226.0
Benin,BEN,2003,38.6,Sub-Saharan Africa ,676.002878084282,7913070.0
Benin,BEN,2011,43.4,Sub-Saharan Africa ,1059.41358852588,10093623.0
Benin,BEN,2015,47.6,Sub-Saharan Africa ,1002.41886879614,11360681.0
Benin,BEN,2018,37.9,Sub-Saharan Africa ,1151.7409703472,12383347.0
Benin,BEN,2021,34.4,Sub-Saharan Africa ,1318.65158075198,13413417.0
Bhutan,BTN,2003,40.9,South Asia,1022.38240311018,637663.0
Bhutan,BTN,2007,38.1,South Asia,1850.41570433398,678641.0
Bhutan,BTN,2012,38.8,South Asia,2751.2128864294,717279.0
Bhutan,BTN,2017,37.4,South Asia,3435.28804735662,754335.0
Bhutan,BTN,2022,28.5,South Asia,3711.32767981591,780914.0
Bolivia,BOL,1990,42.0,Latin America & Caribbean ,682.67681029538,7130142.0
Bolivia,BOL,1992,49.1,Latin America & Caribbean ,759.57113496365,7430336.0
Bolivia,BOL,1997,58.1,Latin America & Caribbean ,970.351843368594,8167900.0
Bolivia,BOL,1999,58.0,Latin America & Caribbean ,979.344494964572,8459806.0
Bolivia,BOL,2000,61.6,Latin America & Caribbean ,975.777060358751,8606326.0
Bolivia,BOL,2001,57.4,Latin America & Caribbean ,930.168227214313,8752736.0
Bolivia,BOL,2002,59.3,Latin America & Caribbean ,888.221328974352,8900355.0
Bolivia,BOL,2004,55.0,Latin America & Caribbean ,953.191893246277,9204287.0
Bolivia,BOL,2005,58.5,Latin America & Caribbean ,1020.12326200737,9360754.0
Bolivia,BOL,2006,56.7,Latin America & Caribbean ,1202.71150446327,9521689.0
Bolivia,BOL,2007,54.5,Latin America & Caribbean ,1354.54905949929,9685960.0
Bolivia,BOL,2008,50.8,Latin America & Caribbean ,1692.67248455876,9850858.0
Bolivia,BOL,2009,49.2,Latin America & Caribbean ,1731.18172112209,10016275.0
Bolivia,BOL,2011,46.1,Latin America & Caribbean ,2315.52121930607,10348929.0
Bolivia,BOL,2012,46.6,Latin America & Caribbean ,2575.59857098084,10515807.0
Bolivia,BOL,2013,47.6,Latin America & Caribbean ,2870.02377000756,10682608.0
Bolivia,BOL,2014,47.8,Latin America & Caribbean ,3041.43503162408,10848888.0
Bolivia,BOL,2015,46.7,Latin America & Caribbean ,2996.01289811344,11014705.0
Bolivia,BOL,2016,45.2,Latin America & Caribbean ,3035.87347732132,11180020.0
Bolivia,BOL,2017,44.6,Latin America & Caribbean ,4048.40119739839,11344587.0
Bolivia,BOL,2018,42.6,Latin America & Caribbean ,4206.8552936661,11508368.0
Bolivia,BOL,2019,41.6,Latin America & Caribbean ,4203.15492855788,11671386.0
Bolivia,BOL,2020,43.6,Latin America & Caribbean ,3580.96761778303,11816299.0
Bolivia,BOL,2021,40.9,Latin America & Caribbean ,4010.76053686204,11937360.0
Bolivia,BOL,2022,41.2,Latin America & Caribbean ,4219.46113742445,12077154.0
Bolivia,BOL,2023,42.1,Latin America & Caribbean ,4274.70820547613,12244159.0
Bolivia,BOL,2024,40.9,Latin America & Caribbean ,4421.16609889999,12413315.0
Bosnia and Herzegovina,BIH,2001,30.0,Europe & Central Asia,1387.89362942121,4179438.0
Bosnia and Herzegovina,BIH,2004,34.0,Europe & Central Asia,2452.6860917386,4140987.0
Bosnia and Herzegovina,BIH,2007,34.3,Europe & Central Asia,3931.48948737505,4013424.0
Bosnia and Herzegovina,BIH,2011,33.3,Europe & Central Asia,4982.69375768263,3741798.0
Bosnia and Herzegovina,BIH,2015,32.9,Europe & Central Asia,4662.25869219448,3518541.0
Bosnia and Herzegovina,BIH,2021,30.3,Europe & Central Asia,7295.34378682258,3244907.0
Botswana,BWA,1985,54.2,Sub-Saharan Africa ,993.616748339174,1121945.0
Botswana,BWA,1993,60.1,Sub-Saharan Africa ,2929.43119022452,1420115.0
Botswana,BWA,2002,61.5,Sub-Saharan Africa ,3117.25087183011,1744763.0
Botswana,BWA,2009,56.9,Sub-Saharan Africa ,5082.93388332404,1990673.0
Botswana,BWA,2015,54.9,Sub-Saharan Africa ,6141.20394726616,2203273.0
Brazil,BRA,1981,57.9,Latin America & Caribbean ,2079.70908377484,124063109.0
Brazil,BRA,1982,58.4,Latin America & Caribbean ,2137.6250359394,126923155.0
Brazil,BRA,1983,58.9,Latin America & Caribbean ,1461.25582714178,129790077.0
Brazil,BRA,1984,58.3,Latin America & Caribbean ,1419.73154606978,132658864.0
Brazil,BRA,1985,55.5,Latin America & Caribbean ,1556.1297180511,135515595.0
Brazil,BRA,1986,58.4,Latin America & Caribbean ,1854.03775211919,138336370.0
Brazil,BRA,1987,59.6,Latin America & Caribbean ,2006.00226235757,141104944.0
Brazil,BRA,1988,61.4,Latin America & Caribbean ,2140.65027561164,143826357.0
Brazil,BRA,1989,63.2,Latin America & Caribbean ,2818.99277980122,146502972.0
Brazil,BRA,1990,60.5,Latin America & Caribbean ,2581.14187449078,149143223.0
Brazil,BRA,1992,53.1,Latin America & Caribbean ,2127.31642731638,154275079.0
Brazil,BRA,1993,60.1,Latin America & Caribbean ,2348.88247685352,156794577.0
Brazil,BRA,1995,59.5,Latin America & Caribbean ,4756.74840785403,161735073.0
Brazil,BRA,1996,59.8,Latin America & Caribbean ,5179.13052002464,164202549.0
Brazil,BRA,1997,59.8,Latin America & Caribbean ,5299.39630404412,166661659.0
Brazil,BRA,1998,59.6,Latin America & Caribbean ,5105.89099544117,169159655.0
Brazil,BRA,1999,59.0,Latin America & Caribbean ,3493.57162513699,171641543.0
Brazil,BRA,2001,58.4,Latin America & Caribbean ,3176.28935747524,176301203.0
Brazil,BRA,2002,58.1,Latin America & Caribbean ,2855.94018885769,178503484.0
Brazil,BRA,2003,57.6,Latin America & Caribbean ,3090.6070097455,180622688.0
Brazil,BRA,2004,56.5,Latin America & Caribbean ,3663.823188064,182675143.0
Brazil,BRA,2005,56.3,Latin America & Caribbean ,4827.78173074714,184688101.0
Brazil,BRA,2006,55.6,Latin America & Caribbean ,5934.14470924968,186653106.0
Brazil,BRA,2007,54.9,Latin America & Caribbean ,7409.69130673473,188552320.0
Brazil,BRA,2008,54.0,Latin America & Caribbean ,8908.33176538648,190367302.0
Brazil,BRA,2009,53.7,Latin America & Caribbean ,8678.6592244676,192079951.0
Brazil,BRA,2011,52.9,Latin America & Caribbean ,13396.6243562986,195284734.0
Brazil,BRA,2012,53.4,Latin America & Caribbean ,12521.7213519966,196876111.0
Brazil,BRA,2013,52.7,Latin America & Caribbean ,12458.8912138813,198478299.0
Brazil,BRA,2014,52.1,Latin America & Caribbean ,12274.9939689363,200085127.0
Brazil,BRA,2015,51.9,Latin America & Caribbean ,8936.19661712113,201675532.0
Brazil,BRA,2016,53.4,Latin America & Caribbean ,8836.28652735657,203218114.0
Brazil,BRA,2017,53.3,Latin America & Caribbean ,10080.5092819305,204703445.0
Brazil,BRA,2018,53.9,Latin America & Caribbean ,9300.66164923219,206107261.0
Brazil,BRA,2019,53.5,Latin America & Caribbean ,9029.83326681073,207455459.0
Brazil,BRA,2020,48.8,Latin America & Caribbean ,7074.19378337644,208660842.0
Brazil,BRA,2021,52.9,Latin America & Caribbean ,7972.5366498646,209550294.0
Brazil,BRA,2022,51.9,Latin America & Caribbean ,9281.33334441234,210306415.0
Brazil,BRA,2023,51.5,Latin America & Caribbean ,10377.5892792557,211140729.0
Brazil,BRA,2024,50.3,Latin America & Caribbean ,10310.5486973693,211998573.0
Bulgaria,BGR,1989,23.4,Europe & Central Asia,2449.74147116744,8876972.0
Bulgaria,BGR,1992,30.7,Europe & Central Asia,1007.34296439412,8540164.0
Bulgaria,BGR,1994,24.3,Europe & Central Asia,1149.89347084177,8443591.0
Bulgaria,BGR,1995,32.8,Europe & Central Asia,2259.36679369328,8406067.0
Bulgaria,BGR,1997,26.4,Europe & Central Asia,1361.47904618155,8312068.0
Bulgaria,BGR,2001,32.7,Europe & Central Asia,1770.99748249575,8009142.0
Bulgaria,BGR,2003,28.9,Europe & Central Asia,2719.63335037372,7775327.0
Bulgaria,BGR,2006,35.7,Europe & Central Asia,4523.37797301782,7601022.0
Bulgaria,BGR,2007,36.1,Europe & Central Asia,5888.87094585161,7545338.0
Bulgaria,BGR,2008,33.6,Europe & Central Asia,7271.67443724077,7492561.0
Bulgaria,BGR,2009,33.8,Europe & Central Asia,6988.63048446496,7444443.0
Bulgaria,BGR,2010,35.7,Europe & Central Asia,6854.2987837778,7395599.0
Bulgaria,BGR,2011,34.3,Europe & Central Asia,7849.98219737366,7348328.0
Bulgaria,BGR,2012,36.0,Europe & Central Asia,7432.33753378983,7305888.0
Bulgaria,BGR,2013,36.6,Europe & Central Asia,7796.37945241455,7160005.0
Bulgaria,BGR,2014,37.4,Europe & Central Asia,8070.01289303544,7073572.0
Bulgaria,BGR,2015,38.6,Europe & Central Asia,7269.02586513711,6984225.0
Bulgaria,BGR,2016,40.6,Europe & Central Asia,7822.89886431732,6894139.0
Bulgaria,BGR,2017,40.4,Europe & Central Asia,8697.13373333715,6803468.0
Bulgaria,BGR,2018,41.3,Europe & Central Asia,9849.88769989118,6710798.0
Bulgaria,BGR,2019,40.3,Europe & Central Asia,10354.2500414088,6616726.0
Bulgaria,BGR,2020,40.5,Europe & Central Asia,10760.7616180234,6550696.0
Bulgaria,BGR,2021,39.0,Europe & Central Asia,12966.8085197381,6507301.0
Bulgaria,BGR,2022,38.2,Europe & Central Asia,13999.9113358453,6465097.0
Bulgaria,BGR,2023,39.5,Europe & Central Asia,15854.0192893772,6446596.0
Burkina Faso,BFA,1994,48.0,Sub-Saharan Africa ,187.21142372606,10123798.0
Burkina Faso,BFA,1998,49.9,Sub-Saharan Africa ,249.53173292493,11240664.0
Burkina Faso,BFA,2003,43.3,Sub-Saharan Africa ,362.373899996953,13082532.0
Burkina Faso,BFA,2009,39.8,Sub-Saharan Africa ,601.569520671859,15710066.0
Burkina Faso,BFA,2014,35.3,Sub-Saharan Africa ,764.861675106225,18229461.0
Burkina Faso,BFA,2018,43.0,Sub-Saharan Africa ,777.465618514048,20438288.0
Burkina Faso,BFA,2021,37.4,Sub-Saharan Africa ,895.535288442991,21995243.0
Burundi,BDI,1992,33.3,Sub-Saharan Africa ,184.868970456447,5858407.0
Burundi,BDI,1998,42.1,Sub-Saharan Africa ,144.456948255536,6187108.0
Burundi,BDI,2006,33.4,Sub-Saharan Africa ,161.892755640319,7865547.0
Burundi,BDI,2013,38.6,Sub-Saharan Africa ,234.844770150871,10439341.0
Burundi,BDI,2020,37.5,Sub-Saharan Africa ,252.702452750006,12617036.0
Cabo Verde,CPV,2001,52.5,Sub-Saharan Africa ,1223.33055331575,460293.0
Cabo Verde,CPV,2007,47.2,Sub-Saharan Africa ,3324.57675212498,496190.0
Cabo Verde,CPV,2015,42.4,Sub-Saharan Africa ,3415.06266730931,512394.0
Cameroon,CMR,1996,44.4,Sub-Saharan Africa ,826.965322327363,13414757.0
Cameroon,CMR,2001,42.1,Sub-Saharan Africa ,715.470296470585,15309490.0
Cameroon,CMR,2007,42.8,Sub-Saharan Africa ,1325.67248215933,18049896.0
Cameroon,CMR,2014,46.6,Sub-Saharan Africa ,1649.4433905949,22059893.0
Cameroon,CMR,2021,42.2,Sub-Saharan Africa ,1672.32657340872,26915758.0
Canada,CAN,1971,37.2,North America,4535.39338907773,21962032.0
Canada,CAN,1973,34.9,North America,5858.33407318788,22491777.0
Canada,CAN,1975,34.1,North America,7536.52009823861,23143275.0
Canada,CAN,1977,33.7,North America,8949.10989272982,23725843.0
Canada,CAN,1979,33.5,North America,10077.5026707269,24201544.0
Canada,CAN,1981,33.0,North America,12379.0368643833,24819915.0
Canada,CAN,1982,32.9,North America,12527.3135323802,25116942.0
Canada,CAN,1984,33.5,North America,13930.4745502555,25607053.0
Canada,CAN,1985,33.2,North America,14170.1249406067,25842116.0
Canada,CAN,1986,31.7,North America,14521.1800806,26100278.0
Canada,CAN,1987,31.7,North America,16377.6902109541,26446601.0
