Country,Country_Code,Year,Gini,Region
Uruguay,URY,2008,45.1,Latin America & Caribbean 
Uruguay,URY,2007,46.4,Latin America & Caribbean 
Uruguay,URY,2006,45.9,Latin America & Caribbean 
Uruguay,URY,2005,44.7,Latin America & Caribbean 
Uruguay,URY,2004,45.9,Latin America & Caribbean 
Uruguay,URY,2003,45.0,Latin America & Caribbean 
Uruguay,URY,2002,45.5,Latin America & Caribbean 
Uruguay,URY,2001,45.0,Latin America & Caribbean 
Uruguay,URY,2000,43.4,Latin America & Caribbean 
Uruguay,URY,1998,42.5,Latin America & Caribbean 
Uruguay,URY,1997,41.5,Latin America & Caribbean 
Uruguay,URY,1996,40.8,Latin America & Caribbean 
Uruguay,URY,1995,40.9,Latin America & Caribbean 
Uruguay,URY,1992,41.5,Latin America & Caribbean 
Uruguay,URY,1989,42.4,Latin America & Caribbean 
Uruguay,URY,1981,43.6,Latin America & Caribbean 
Uzbekistan,UZB,2025,32.7,Europe & Central Asia
Uzbekistan,UZB,2024,34.6,Europe & Central Asia
Uzbekistan,UZB,2023,34.5,Europe & Central Asia
Uzbekistan,UZB,2022,31.2,Europe & Central Asia
Uzbekistan,UZB,2021,32.9,Europe & Central Asia
Uzbekistan,UZB,2003,35.2,Europe & Central Asia
Uzbekistan,UZB,2002,33.0,Europe & Central Asia
Uzbekistan,UZB,2000,35.9,Europe & Central Asia
Uzbekistan,UZB,1998,44.1,Europe & Central Asia
Vanuatu,VUT,2019,32.3,East Asia & Pacific
Vanuatu,VUT,2010,37.4,East Asia & Pacific
"Venezuela, RB",VEN,2006,44.7,Latin America & Caribbean 
"Venezuela, RB",VEN,2005,49.3,Latin America & Caribbean 
"Venezuela, RB",VEN,2004,47.3,Latin America & Caribbean 
"Venezuela, RB",VEN,2003,47.9,Latin America & Caribbean 
"Venezuela, RB",VEN,2002,48.9,Latin America & Caribbean 
"Venezuela, RB",VEN,2001,47.2,Latin America & Caribbean 
"Venezuela, RB",VEN,1999,47.7,Latin America & Caribbean 
"Venezuela, RB",VEN,1998,48.0,Latin America & Caribbean 
"Venezuela, RB",VEN,1995,47.2,Latin America & Caribbean 
"Venezuela, RB",VEN,1992,42.1,Latin America & Caribbean 
"Venezuela, RB",VEN,1989,43.8,Latin America & Caribbean 
"Venezuela, RB",VEN,1987,53.4,Latin America & Caribbean 
"Venezuela, RB",VEN,1981,55.6,Latin America & Caribbean 
Viet Nam,VNM,2022,36.1,East Asia & Pacific
Viet Nam,VNM,2020,36.8,East Asia & Pacific
Viet Nam,VNM,2018,35.7,East Asia & Pacific
Viet Nam,VNM,2016,35.3,East Asia & Pacific
Viet Nam,VNM,2014,34.8,East Asia & Pacific
Viet Nam,VNM,2012,35.6,East Asia & Pacific
Viet Nam,VNM,2010,39.3,East Asia & Pacific
Viet Nam,VNM,2008,35.6,East Asia & Pacific
Viet Nam,VNM,2006,35.8,East Asia & Pacific
Viet Nam,VNM,2004,36.8,East Asia & Pacific
Viet Nam,VNM,2002,37.0,East Asia & Pacific
Viet Nam,VNM,1997,35.4,East Asia & Pacific
Viet Nam,VNM,1992,35.7,East Asia & Pacific
West Bank and Gaza,PSE,2023,36.4,"Middle East, North Africa, Afghanistan & Pakistan"
West Bank and Gaza,PSE,2016,33.7,"Middle East, North Africa, Afghanistan & Pakistan"
West Bank and Gaza,PSE,2011,34.4,"Middle East, North Africa, Afghanistan & Pakistan"
West Bank and Gaza,PSE,2010,35.3,"Middle East, North Africa, Afghanistan & Pakistan"
West Bank and Gaza,PSE,2009,34.5,"Middle East, North Africa, Afghanistan & Pakistan"
West Bank and Gaza,PSE,2007,35.6,"Middle East, North Africa, Afghanistan & Pakistan"
West Bank and Gaza,PSE,2006,34.0,"Middle East, North Africa, Afghanistan & Pakistan"
West Bank and Gaza,PSE,2005,34.7,"Middle East, North Africa, Afghanistan & Pakistan"
West Bank and Gaza,PSE,2004,34.0,"Middle East, North Africa, Afghanistan & Pakistan"
"Yemen, Rep.",YEM,2014,36.7,"Middle East, North Africa, Afghanistan & Pakistan"
"Yemen, Rep.",YEM,2005,34.7,"Middle East, North Africa, Afghanistan & Pakistan"
"Yemen, Rep.",YEM,1998,35.0,"Middle East, North Africa, Afghanistan & Pakistan"
Zambia,ZMB,2022,51.5,Sub-Saharan Africa 
Zambia,ZMB,2015,55.8,Sub-Saharan Africa 
Zambia,ZMB,2010,52.0,Sub-Saharan Africa 
Zambia,ZMB,2006,54.6,Sub-Saharan Africa 
Zambia,ZMB,2004,54.3,Sub-Saharan Africa 
Zambia,ZMB,2002,42.1,Sub-Saharan Africa 
Zambia,ZMB,1998,49.1,Sub-Saharan Africa 
Zambia,ZMB,1996,48.3,Sub-Saharan Africa 
Zambia,ZMB,1993,52.6,Sub-Saharan Africa 
Zambia,ZMB,1991,59.4,Sub-Saharan Africa 
Zimbabwe,ZWE,2019,50.3,Sub-Saharan Africa 
Zimbabwe,ZWE,2017,44.3,Sub-Saharan Africa 
Zimbabwe,ZWE,2011,43.2,Sub-Saharan Africa 
